ukb_code	fg_code	fg_name	category_fg	category_meta	description_ukb	description_more_ukb
4631					Ever unenthusiastic/disinterested for a whole week	"ACE touchscreen question ""Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? ""  Question was introduced part way through fieldwork in April 2009."
4642					Ever manic/hyper for 2 days	"ACE touchscreen question ""Have you ever had a period of time lasting at least two days when you were feeling so good, ""high"", excited or ""hyper"" that other people thought you were not your normal self or you were so ""hyper"" that you got into trouble?""  Question was introduced part way through fieldwork in April 2009."
4653					Ever highly irritable/argumentative for 2 days	"ACE touchscreen question ""Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?""  Question was introduced part way through fieldwork in April 2009."
4717					Shortness of breath walking on level ground	"ACE touchscreen question ""Do you get short of breath walking with people of your own age on level ground?"""
4728					Leg pain on walking	"ACE touchscreen question ""Do you get a pain in either leg on walking?"""
4792					Cochlear implant	"ACE touchscreen question ""Do you have a cochlear implant?"" ~F4792~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
4849					Hearing test done	"ACE touchscreen question ""We would now like to measure your hearing using the headphones provided. Are you happy to do this?  (If you are wearing a hearing aid, please remove it before putting the headphones on.  If you cannot find the headphones, or need assistance putting them on, then please ask a member of staff.)"""
4924					Attempted fluid intelligence (FI) test.	"ACE touchscreen question ""In this next game you will have two minutes to do as many puzzle questions as possible. Don't spend too long on any one puzzle - you can skip any puzzle if you wish."". Participants were offered the chance to skip the Fluid Intelligence test at this point."
4935					FI1 : numeric addition test	"ACE touchscreen question ""Add the following numbers together: 1 2 3 4 5 - is the answer?"". Part 1 of Fluid Intelligence test.  Asked to choose from 13, 14, 15, 16 or 17."
4946					FI2 : identify largest number	"ACE touchscreen question ""Which number is the largest?"". Part 2 of Fluid Intelligence test.  Asked to choose from 642, 308, 987, 714 and 253."
4957					FI3 : word interpolation	"ACE touchscreen question ""Bud is to Flower as Child is to?"". Part 3 of Fluid Intelligence test. Offered choice from Grow, Develop, Improve, Adult and Old."
4968					FI4 : positional arithmetic	"ACE touchscreen question ""11 12 13 14 15 16 17 18 Divide the sixth number to the right of twelve by three. Is the answer?"". Part 4 of Fluid Intelligence test. Offered choice from 5, 6, 7, or 8."
4979					FI5 : family relationship calculation	"ACE touchscreen question ""If Truda's mother's brother is Tim's sister's father, what relation is Truda to Tim?"". Part 5 of Fluid Intelligence test. Offered choice from Aunt, Sister, Niece, Cousin, No-relation."
